nr,real,scatter,polyhedron,symm,theta,phi,alpha,size,stretch,axis
632,./real/1/632r.png,./scatter/1/632s.png,Potato,None,3.01208,-0.530034,0.673997,0.546388,,
633,./real/1/633r.png,./scatter/1/633s.png,Octahedron,O_h,0.975968,-0.0248586,0.891259,0.817595,1.2231,C2
634,./real/1/634r.png,./scatter/1/634s.png,Truncated Cube,O_h,0.594584,-2.70841,0.00959695,0.380443,1.3416,C2
635,./real/1/635r.png,./scatter/1/635s.png,Cuboctahedron,O_h,1.54379,-2.48129,-0.401715,0.956179,0.891752,C2
636,./real/1/636r.png,./scatter/1/636s.png,Truncated Dodecahedron,I_h,1.5605,2.07494,-0.544424,0.258101,1.38452,C5
637,./real/1/637r.png,./scatter/1/637s.png,Cuboctahedron,O_h,1.01539,-1.44162,-2.33959,0.803172,1.24506,C4
638,./real/1/638r.png,./scatter/1/638s.png,Rhombicosidodecahedron,I_h,1.919,2.62003,-2.46323,0.447063,1.12538,C5
639,./real/1/639r.png,./scatter/1/639s.png,Truncated Octahedron,O_h,0.848932,-1.47029,-2.38989,0.986913,0.874362,C4
640,./real/1/640r.png,./scatter/1/640s.png,Truncated Icosahedron,I_h,1.30613,1.28524,0.0138705,0.228288,1.67351,C3
641,./real/1/641r.png,./scatter/1/641s.png,Truncated Icosahedron,I_h,0.876273,-2.53424,-1.63462,0.648827,1.54124,C2
642,./real/1/642r.png,./scatter/1/642s.png,Snub Cube,O,1.38306,2.99073,2.69674,0.535388,1.83745,C3
643,./real/1/643r.png,./scatter/1/643s.png,Truncated Cube,O_h,0.223857,0.170187,2.11264,0.983723,1.01655,C2
644,./real/1/644r.png,./scatter/1/644s.png,Rhombicuboctahedron,O_h,0.882676,-2.26201,-3.08815,0.586012,0.90086,C4
645,./real/1/645r.png,./scatter/1/645s.png,Truncated Tetrahedron,T_d,1.96211,1.82147,0.297517,0.440665,0.843764,C2
646,./real/1/646r.png,./scatter/1/646s.png,Truncated Twinned Tetrahedron,C_6,2.3502,-2.78625,-2.3753,0.579916,1.30253,C2
647,./real/1/647r.png,./scatter/1/647s.png,Truncated Twinned Tetrahedron,C_6,2.60957,-2.36701,-2.90804,0.425659,0.950743,C2
648,./real/1/648r.png,./scatter/1/648s.png,Snub Cube,O,0.305177,-2.91754,1.95981,0.715242,0.590979,C2
649,./real/1/649r.png,./scatter/1/649s.png,Snub Cube,O,1.7831,-1.5621,3.02587,0.917295,1.09016,C4
650,./real/1/650r.png,./scatter/1/650s.png,Truncated Cuboctahedron,O_h,1.21332,-2.63256,-2.17305,0.576731,1.59875,C2
651,./real/1/651r.png,./scatter/1/651s.png,Cuboctahedron,O_h,1.47548,1.53421,2.70718,0.696418,0.980655,C4
652,./real/1/652r.png,./scatter/1/652s.png,Truncated Tetrahedron,T_d,1.85882,0.454584,-2.84317,0.438802,1.35777,C3
653,./real/1/653r.png,./scatter/1/653s.png,Truncated Icosahedron,I_h,2.80872,-0.13269,2.81856,0.423451,1.87222,C5
654,./real/1/654r.png,./scatter/1/654s.png,Icosahedron,I_h,0.8901,-2.27173,-0.805597,0.683635,1.46277,C2
655,./real/1/655r.png,./scatter/1/655s.png,Dodecahedron,I_h,1.84821,-1.83061,-3.13923,0.537391,0.659933,C3
656,./real/1/656r.png,./scatter/1/656s.png,Tetrahedron,T_d,2.81697,0.0350236,0.44169,0.43574,0.951102,C3
657,./real/1/657r.png,./scatter/1/657s.png,Octahedron,O_h,0.99864,-0.852857,1.31315,0.464534,0.965695,C2
658,./real/1/658r.png,./scatter/1/658s.png,Truncated Cube,O_h,1.44796,0.224295,3.06969,0.504823,1.57571,C3
659,./real/1/659r.png,./scatter/1/659s.png,Rhombicuboctahedron,O_h,0.884276,-2.83414,1.00771,0.644031,1.55272,C3
660,./real/1/660r.png,./scatter/1/660s.png,Potato,None,0.464036,1.60029,0.562295,0.549479,,
661,./real/1/661r.png,./scatter/1/661s.png,Cuboctahedron,O_h,1.08224,-1.71312,1.75145,0.88796,0.859357,C4
662,./real/1/662r.png,./scatter/1/662s.png,Truncated Dodecahedron,I_h,0.875752,1.73227,-3.07115,0.494685,1.90301,C5
663,./real/1/663r.png,./scatter/1/663s.png,Sphere,SO(3),0,0,0,0.603768,1.03822,{-0.701502,-0.294473,-0.648985}
664,./real/1/664r.png,./scatter/1/664s.png,Rhombicosidodecahedron,I_h,1.72737,1.09706,-0.779625,0.438473,0.542069,C5
665,./real/1/665r.png,./scatter/1/665s.png,Truncated Tetrahedron,T_d,2.69882,-1.63127,-2.48735,0.69062,0.679238,C3
666,./real/1/666r.png,./scatter/1/666s.png,Sphere,SO(3),0,0,0,0.402657,0.550694,{0.24065,0.968104,-0.0697258}
667,./real/1/667r.png,./scatter/1/667s.png,Rhombicuboctahedron,O_h,0.744059,-1.02827,-0.217639,0.502057,1.86025,C3
668,./real/1/668r.png,./scatter/1/668s.png,Truncated Rhombicosidodecahedron,I_h,2.08851,-1.55075,2.78882,0.678074,1.47476,C3
669,./real/1/669r.png,./scatter/1/669s.png,Cube,O_h,0.457188,-2.59368,2.57464,0.486161,1.63117,C3
670,./real/1/670r.png,./scatter/1/670s.png,Truncated Octahedron,O_h,2.76885,-0.257193,1.76118,0.297275,0.633672,C4
671,./real/1/671r.png,./scatter/1/671s.png,Dodecahedron,I_h,2.37629,2.15607,1.78115,0.557779,0.614914,C3
672,./real/1/672r.png,./scatter/1/672s.png,Truncated Icosahedron,I_h,2.15517,-1.80731,3.07859,0.551134,1.27598,C2
673,./real/1/673r.png,./scatter/1/673s.png,Truncated Rhombicosidodecahedron,I_h,1.14126,0.84254,-0.552458,0.720046,1.3888,C3
674,./real/1/674r.png,./scatter/1/674s.png,Sphere,SO(3),0,0,0,0.447348,0.881793,{0.534907,-0.469946,-0.702158}
675,./real/1/675r.png,./scatter/1/675s.png,Icosidodecahedron,I_h,0.686187,-1.74466,-0.709264,0.459033,1.35916,C2
676,./real/1/676r.png,./scatter/1/676s.png,Truncated Icosahedron,I_h,2.71677,-2.76675,1.63291,0.327316,1.91934,C2
677,./real/1/677r.png,./scatter/1/677s.png,Snub Cube,O,0.74062,0.94708,-0.295032,0.253296,1.36355,C3
678,./real/1/678r.png,./scatter/1/678s.png,Sphere,SO(3),0,0,0,0.585648,1.69886,{0.623568,-0.77917,-0.0636974}
679,./real/1/679r.png,./scatter/1/679s.png,Dodecahedron,I_h,1.46129,0.0227203,1.97866,0.38532,0.736735,C2
680,./real/1/680r.png,./scatter/1/680s.png,Dodecahedron,I_h,1.53739,-1.03212,-0.459144,0.294318,0.832984,C2
681,./real/1/681r.png,./scatter/1/681s.png,Sphere,SO(3),0,0,0,0.914949,0.936781,{-0.46401,-0.0128084,0.885738}
682,./real/1/682r.png,./scatter/1/682s.png,Truncated Dodecahedron,I_h,1.54377,-2.76979,1.79997,0.564112,1.7727,C2
683,./real/1/683r.png,./scatter/1/683s.png,Icosidodecahedron,I_h,1.48985,-2.9109,1.60041,0.537457,1.86061,C3
684,./real/1/684r.png,./scatter/1/684s.png,Rhombicosidodecahedron,I_h,1.09197,1.94901,0.401813,0.860446,0.934896,C3
685,./real/1/685r.png,./scatter/1/685s.png,Truncated Tetrahedron,T_d,0.554554,-2.75808,-3.00724,0.355739,1.42206,C3
686,./real/1/686r.png,./scatter/1/686s.png,Snub Cube,O,0.922517,-0.142367,1.88727,0.647731,1.16583,C2
687,./real/1/687r.png,./scatter/1/687s.png,Truncated Cube,O_h,1.21068,-1.45413,-1.64926,0.474527,1.57802,C2
688,./real/1/688r.png,./scatter/1/688s.png,Sphere,SO(3),0,0,0,0.84503,0.543281,{-0.469491,-0.819599,-0.328383}
689,./real/1/689r.png,./scatter/1/689s.png,Truncated Icosahedron,I_h,1.83895,-1.11866,0.779232,0.983794,1.01647,C2
690,./real/1/690r.png,./scatter/1/690s.png,Cube,O_h,2.40445,-2.46551,-0.568054,0.648835,1.54122,C4
691,./real/1/691r.png,./scatter/1/691s.png,Truncated Dodecahedron,I_h,1.19552,-1.12425,-0.658816,0.453334,1.22916,C3
692,./real/1/692r.png,./scatter/1/692s.png,Octahedron,O_h,2.51126,-1.48438,1.79711,0.354948,1.99888,C4
693,./real/1/693r.png,./scatter/1/693s.png,Truncated Cube,O_h,0.745732,-1.22232,1.48478,0.503616,1.03519,C2
694,./real/1/694r.png,./scatter/1/694s.png,Truncated Twinned Tetrahedron,C_6,1.6974,0.423392,-2.01072,0.350339,0.55149,C6
695,./real/1/695r.png,./scatter/1/695s.png,Rhombicuboctahedron,O_h,2.30961,-1.0187,-0.700532,0.608736,1.6172,C2
696,./real/1/696r.png,./scatter/1/696s.png,Sphere,SO(3),0,0,0,0.468123,0.556062,{0.365284,-0.921992,0.128444}
697,./real/1/697r.png,./scatter/1/697s.png,Truncated Icosahedron,I_h,0.889849,1.58333,-2.18103,0.935455,0.774224,C2
698,./real/1/698r.png,./scatter/1/698s.png,Truncated Cuboctahedron,O_h,0.838263,1.31599,-2.10631,0.610717,0.559773,C4
699,./real/1/699r.png,./scatter/1/699s.png,Rhombicuboctahedron,O_h,2.55102,3.11002,-0.370882,0.668672,0.653176,C2
700,./real/1/700r.png,./scatter/1/700s.png,Truncated Dodecahedron,I_h,0.663525,-2.1768,-0.283514,0.306955,0.727837,C3
701,./real/1/701r.png,./scatter/1/701s.png,Icosahedron,I_h,1.45627,1.37612,2.07549,0.836976,1.19478,C2
702,./real/1/702r.png,./scatter/1/702s.png,Octahedron,O_h,1.27669,-1.04564,2.85515,0.744668,0.908284,C2
703,./real/1/703r.png,./scatter/1/703s.png,Truncated Cuboctahedron,O_h,1.22512,-2.92767,2.61295,0.928473,1.07704,C3
704,./real/1/704r.png,./scatter/1/704s.png,Decahedron,D_5h,1.78007,-2.45012,1.33865,0.918889,1.01676,C5
705,./real/1/705r.png,./scatter/1/705s.png,Sphere,SO(3),0,0,0,0.501806,1.18617,{0.884836,-0.151408,0.440615}
706,./real/1/706r.png,./scatter/1/706s.png,Truncated Tetrahedron,T_d,2.95427,-0.422731,0.175979,0.838402,1.19275,C2
707,./real/1/707r.png,./scatter/1/707s.png,Truncated Twinned Tetrahedron,C_6,1.23588,-0.0605311,2.96007,0.272359,1.97691,C2
708,./real/1/708r.png,./scatter/1/708s.png,Decahedron,D_5h,1.55897,-2.22784,-3.00143,0.456047,0.889626,C5
709,./real/1/709r.png,./scatter/1/709s.png,Truncated Cuboctahedron,O_h,1.60474,-1.21057,-2.16305,0.646888,1.39295,C4
710,./real/1/710r.png,./scatter/1/710s.png,Cube,O_h,0.655894,-1.47439,3.00123,0.6605,0.753007,C4
711,./real/1/711r.png,./scatter/1/711s.png,Truncated Dodecahedron,I_h,2.16959,-1.44512,-1.87746,0.617958,1.59894,C2
712,./real/1/712r.png,./scatter/1/712s.png,Rhombicuboctahedron,O_h,1.65245,1.98267,-1.18129,0.96057,0.663931,C3
713,./real/1/713r.png,./scatter/1/713s.png,Octahedron,O_h,2.19535,1.44571,-1.95254,0.532624,0.996541,C3
714,./real/1/714r.png,./scatter/1/714s.png,Rhombicuboctahedron,O_h,2.60083,-0.434211,-2.59661,0.608232,1.02116,C2
715,./real/1/715r.png,./scatter/1/715s.png,Truncated Cube,O_h,1.9303,-2.41144,2.57258,0.528744,0.588792,C3
716,./real/1/716r.png,./scatter/1/716s.png,Snub Cube,O,0.660439,-1.88649,1.51971,0.897018,0.623732,C2
717,./real/1/717r.png,./scatter/1/717s.png,Rhombicuboctahedron,O_h,2.39324,2.10765,-1.14785,0.793539,0.918053,C2
718,./real/1/718r.png,./scatter/1/718s.png,Icosidodecahedron,I_h,1.23979,-2.08901,-0.886526,0.791334,1.26369,C3
719,./real/1/719r.png,./scatter/1/719s.png,Truncated Cuboctahedron,O_h,2.10966,0.671318,1.10271,0.7868,1.27097,C2
720,./real/1/720r.png,./scatter/1/720s.png,Icosahedron,I_h,0.572867,0.32284,-1.33068,0.541618,1.15408,C5
721,./real/1/721r.png,./scatter/1/721s.png,Truncated Tetrahedron,T_d,1.99191,2.04594,-1.57205,0.968825,1.03218,C2
722,./real/1/722r.png,./scatter/1/722s.png,Potato,None,0.714495,-1.49613,1.6511,0.61418,,
723,./real/1/723r.png,./scatter/1/723s.png,Sphere,SO(3),0,0,0,0.288635,0.612911,{-0.91828,-0.300363,-0.257962}
724,./real/1/724r.png,./scatter/1/724s.png,Truncated Octahedron,O_h,1.9742,-0.073277,0.613276,0.76535,1.14783,C2
725,./real/1/725r.png,./scatter/1/725s.png,Icosidodecahedron,I_h,0.705583,1.22755,-1.53756,0.271123,1.13917,C2
726,./real/1/726r.png,./scatter/1/726s.png,Icosahedron,I_h,1.81345,2.57761,-0.743867,0.635807,1.38397,C3
727,./real/1/727r.png,./scatter/1/727s.png,Icosahedron,I_h,1.51474,-2.55518,0.709737,0.396232,1.58157,C3
728,./real/1/728r.png,./scatter/1/728s.png,Icosahedron,I_h,0.831811,-2.2445,-0.232775,0.781815,1.27908,C2
729,./real/1/729r.png,./scatter/1/729s.png,Snub Cube,O,1.02383,0.21803,0.29877,0.907437,0.844323,C2
730,./real/1/730r.png,./scatter/1/730s.png,Potato,None,2.15598,0.167632,2.89772,0.340154,,
731,./real/1/731r.png,./scatter/1/731s.png,Truncated Twinned Tetrahedron,C_6,2.75036,0.914867,0.617623,0.789007,1.26742,C6
732,./real/1/732r.png,./scatter/1/732s.png,Truncated Cuboctahedron,O_h,1.63248,3.13553,-1.78908,0.93484,0.550711,C3
733,./real/1/733r.png,./scatter/1/733s.png,Truncated Tetrahedron,T_d,2.14568,0.836457,-0.73773,0.425275,1.39828,C3
734,./real/1/734r.png,./scatter/1/734s.png,Sphere,SO(3),0,0,0,0.901538,1.03285,{-0.169967,0.721379,-0.671359}
735,./real/1/735r.png,./scatter/1/735s.png,Truncated Twinned Tetrahedron,C_6,0.575511,1.67695,1.65144,0.609075,1.3791,C2
736,./real/1/736r.png,./scatter/1/736s.png,Icosidodecahedron,I_h,1.92477,2.68321,1.85003,0.263592,1.28152,C2
737,./real/1/737r.png,./scatter/1/737s.png,Tetrahedron,T_d,0.761076,2.90514,1.8128,0.777471,1.08722,C3
738,./real/1/738r.png,./scatter/1/738s.png,Cuboctahedron,O_h,1.42122,-1.81104,3.10259,0.927778,0.69409,C2
739,./real/1/739r.png,./scatter/1/739s.png,Truncated Icosahedron,I_h,1.37141,0.344614,2.66874,0.516425,1.10777,C2
740,./real/1/740r.png,./scatter/1/740s.png,Truncated Octahedron,O_h,2.18018,1.40207,0.792904,0.858923,1.16425,C4
741,./real/1/741r.png,./scatter/1/741s.png,Truncated Dodecahedron,I_h,1.46426,3.02891,0.745269,0.509214,0.760914,C3
742,./real/1/742r.png,./scatter/1/742s.png,Sphere,SO(3),0,0,0,0.531682,1.47163,{-0.0763432,0.877042,-0.47431}
743,./real/1/743r.png,./scatter/1/743s.png,Cuboctahedron,O_h,1.92714,-1.32624,-0.483686,0.964248,0.655881,C3
744,./real/1/744r.png,./scatter/1/744s.png,Truncated Twinned Tetrahedron,C_6,0.23761,-0.00725409,-2.99373,0.953586,1.04867,C6
745,./real/1/745r.png,./scatter/1/745s.png,Icosidodecahedron,I_h,0.22892,1.4782,1.10677,0.629867,0.876056,C5
746,./real/1/746r.png,./scatter/1/746s.png,Truncated Twinned Tetrahedron,C_6,0.266724,-1.83687,2.72178,0.593324,1.47316,C6
747,./real/1/747r.png,./scatter/1/747s.png,Icosidodecahedron,I_h,0.896184,-0.492742,0.527694,0.617201,0.709255,C3
748,./real/1/748r.png,./scatter/1/748s.png,Rhombicuboctahedron,O_h,1.85861,-1.67959,-1.43154,0.416735,1.03696,C2
749,./real/1/749r.png,./scatter/1/749s.png,Decahedron,D_5h,2.23705,-3.12391,-1.44145,0.773369,0.673545,C5
750,./real/1/750r.png,./scatter/1/750s.png,Truncated Twinned Tetrahedron,C_6,1.18223,-2.17166,2.88791,0.373467,1.83422,C6
751,./real/1/751r.png,./scatter/1/751s.png,Cuboctahedron,O_h,1.35689,-2.46367,-1.62218,0.699536,1.42952,C2
752,./real/1/752r.png,./scatter/1/752s.png,Cube,O_h,0.757628,1.3204,3.06601,0.21754,1.54474,C3
753,./real/1/753r.png,./scatter/1/753s.png,Tetrahedron,T_d,1.37368,-0.212324,0.834217,0.688631,1.42046,C3
754,./real/1/754r.png,./scatter/1/754s.png,Truncated Cuboctahedron,O_h,2.59497,1.84655,-2.26545,0.739753,1.3518,C2
755,./real/1/755r.png,./scatter/1/755s.png,Truncated Twinned Tetrahedron,C_6,0.743229,2.69037,-0.619028,0.57598,0.646224,C2
756,./real/1/756r.png,./scatter/1/756s.png,Truncated Rhombicosidodecahedron,I_h,1.42131,-1.50195,-1.42497,0.562954,0.846474,C5
757,./real/1/757r.png,./scatter/1/757s.png,Truncated Octahedron,O_h,1.43755,1.00327,-1.75175,0.295218,1.16568,C4
758,./real/1/758r.png,./scatter/1/758s.png,Sphere,SO(3),0,0,0,0.691209,1.44674,{0.945877,-0.324305,0.0119809}
759,./real/1/759r.png,./scatter/1/759s.png,Cuboctahedron,O_h,0.619064,0.773118,2.98814,0.753352,1.3274,C2
760,./real/1/760r.png,./scatter/1/760s.png,Snub Cube,O,1.60326,0.104002,-1.94423,0.543879,1.36472,C3
761,./real/1/761r.png,./scatter/1/761s.png,Truncated Twinned Tetrahedron,C_6,1.77397,-2.87624,0.207103,0.444342,1.42054,C2
762,./real/1/762r.png,./scatter/1/762s.png,Potato,None,1.09561,0.0662932,-2.89115,0.603015,,
763,./real/1/763r.png,./scatter/1/763s.png,Truncated Cube,O_h,0.599105,-1.14188,-1.53453,0.945424,1.05773,C4
764,./real/1/764r.png,./scatter/1/764s.png,Sphere,SO(3),0,0,0,0.200895,0.723147,{-0.673443,-0.737296,-0.0535671}
765,./real/1/765r.png,./scatter/1/765s.png,Cube,O_h,1.14432,2.74103,2.90184,0.286359,0.573288,C3
766,./real/1/766r.png,./scatter/1/766s.png,Truncated Icosahedron,I_h,0.914672,2.33162,0.818124,0.775652,1.28924,C5
767,./real/1/767r.png,./scatter/1/767s.png,Snub Cube,O,1.60666,-2.57485,-0.475822,0.848666,1.17832,C2
768,./real/1/768r.png,./scatter/1/768s.png,Snub Cube,O,0.798823,1.05814,2.74414,0.634374,1.39143,C4
769,./real/1/769r.png,./scatter/1/769s.png,Rhombicosidodecahedron,I_h,1.08502,1.02537,-0.230499,0.310776,0.752069,C5
770,./real/1/770r.png,./scatter/1/770s.png,Cube,O_h,2.94001,1.72434,1.78296,0.459518,0.703021,C3
771,./real/1/771r.png,./scatter/1/771s.png,Sphere,SO(3),0,0,0,0.379952,1.57856,{0.748073,0.650179,0.132868}
772,./real/1/772r.png,./scatter/1/772s.png,Truncated Dodecahedron,I_h,0.604997,1.40133,1.51291,0.639762,0.733918,C3
773,./real/1/773r.png,./scatter/1/773s.png,Rhombicosidodecahedron,I_h,0.515717,-1.31696,-0.711054,0.54808,0.69079,C5
774,./real/1/774r.png,./scatter/1/774s.png,Icosahedron,I_h,1.08291,-0.554549,-3.05251,0.751869,0.933003,C2
775,./real/1/775r.png,./scatter/1/775s.png,Decahedron,D_5h,2.30568,0.0783495,0.378728,0.311068,1.65144,C5
776,./real/1/776r.png,./scatter/1/776s.png,Dodecahedron,I_h,1.58694,-1.25083,0.907204,0.527403,1.07335,C3
777,./real/1/777r.png,./scatter/1/777s.png,Sphere,SO(3),0,0,0,0.757747,0.909185,{-0.0406892,-0.955159,0.293285}
778,./real/1/778r.png,./scatter/1/778s.png,Potato,None,1.86202,-2.33484,2.19461,0.291211,,
779,./real/1/779r.png,./scatter/1/779s.png,Truncated Cuboctahedron,O_h,0.952055,-2.26655,-2.60667,0.955895,1.04614,C3
780,./real/1/780r.png,./scatter/1/780s.png,Truncated Cuboctahedron,O_h,1.37639,0.389749,3.0229,0.658095,0.90093,C3
781,./real/1/781r.png,./scatter/1/781s.png,Cube,O_h,1.7053,-2.14571,-1.8831,0.289417,1.25725,C3
782,./real/1/782r.png,./scatter/1/782s.png,Truncated Icosahedron,I_h,1.91175,-0.670628,-0.886311,0.778711,1.26334,C2
783,./real/1/783r.png,./scatter/1/783s.png,Truncated Tetrahedron,T_d,1.42746,1.53409,1.44087,0.216196,1.35412,C2
784,./real/1/784r.png,./scatter/1/784s.png,Rhombicosidodecahedron,I_h,0.885788,-1.44833,2.12974,0.517157,1.16748,C2
785,./real/1/785r.png,./scatter/1/785s.png,Icosahedron,I_h,3.00454,-0.356605,-2.1384,0.869248,1.12504,C5
786,./real/1/786r.png,./scatter/1/786s.png,Truncated Dodecahedron,I_h,2.79784,1.33982,-1.66999,0.76884,0.830467,C2
787,./real/1/787r.png,./scatter/1/787s.png,Octahedron,O_h,1.78057,2.25324,2.7377,0.283659,1.27868,C4
788,./real/1/788r.png,./scatter/1/788s.png,Truncated Tetrahedron,T_d,1.33462,1.09569,2.53169,0.594097,1.29243,C2
789,./real/1/789r.png,./scatter/1/789s.png,Cube,O_h,2.58534,-1.47234,-2.91374,0.289464,1.59076,C3
790,./real/1/790r.png,./scatter/1/790s.png,Icosahedron,I_h,0.627543,-1.57869,-0.200283,0.390364,1.79689,C2
791,./real/1/791r.png,./scatter/1/791s.png,Rhombicosidodecahedron,I_h,0.790254,-0.962949,3.10504,0.389964,1.69377,C2
792,./real/1/792r.png,./scatter/1/792s.png,Truncated Icosahedron,I_h,1.42827,1.92496,2.7455,0.433155,1.30713,C3
793,./real/1/793r.png,./scatter/1/793s.png,Decahedron,D_5h,1.29718,1.60235,-0.396693,0.916601,1.09099,C2
794,./real/1/794r.png,./scatter/1/794s.png,Rhombicosidodecahedron,I_h,0.304517,0.170641,-1.66659,0.511448,0.668171,C2
795,./real/1/795r.png,./scatter/1/795s.png,Truncated Cube,O_h,1.36869,-3.07706,-1.03596,0.332708,1.17277,C2
796,./real/1/796r.png,./scatter/1/796s.png,Icosidodecahedron,I_h,0.382941,-1.97484,2.6298,0.625409,0.655225,C3
797,./real/1/797r.png,./scatter/1/797s.png,Truncated Icosahedron,I_h,1.03793,-1.11776,0.0401473,0.253524,1.64979,C5
798,./real/1/798r.png,./scatter/1/798s.png,Truncated Octahedron,O_h,1.90126,1.15808,-0.823808,0.668072,0.641043,C4
799,./real/1/799r.png,./scatter/1/799s.png,Cuboctahedron,O_h,0.364349,-1.46656,-0.770791,0.794886,0.692883,C4
800,./real/1/800r.png,./scatter/1/800s.png,Truncated Tetrahedron,T_d,2.80782,0.00609388,-1.7542,0.644856,1.48034,C2
801,./real/1/801r.png,./scatter/1/801s.png,Truncated Octahedron,O_h,3.09318,1.24442,-0.666411,0.525402,1.23645,C4
802,./real/1/802r.png,./scatter/1/802s.png,Cube,O_h,1.21612,-2.14324,2.30285,0.731709,1.36666,C3
803,./real/1/803r.png,./scatter/1/803s.png,Cube,O_h,1.3482,-0.909658,-0.509538,0.98607,0.785918,C2
804,./real/1/804r.png,./scatter/1/804s.png,Icosahedron,I_h,0.810776,0.729892,-2.04861,0.501893,1.52813,C5
805,./real/1/805r.png,./scatter/1/805s.png,Truncated Cube,O_h,1.45731,-1.09633,0.462721,0.205879,1.31025,C4
806,./real/1/806r.png,./scatter/1/806s.png,Truncated Octahedron,O_h,1.87695,-0.443029,2.25904,0.652373,0.901464,C4
807,./real/1/807r.png,./scatter/1/807s.png,Rhombicuboctahedron,O_h,0.782136,-2.13957,-0.141579,0.659354,1.51664,C2
808,./real/1/808r.png,./scatter/1/808s.png,Decahedron,D_5h,2.24345,1.85357,2.28879,0.624284,0.737634,C2
809,./real/1/809r.png,./scatter/1/809s.png,Octahedron,O_h,1.88061,-2.2408,1.47287,0.214439,1.68768,C3
810,./real/1/810r.png,./scatter/1/810s.png,Truncated Twinned Tetrahedron,C_6,1.74363,1.05686,-3.03474,0.34989,0.660535,C2
811,./real/1/811r.png,./scatter/1/811s.png,Truncated Twinned Tetrahedron,C_6,1.27686,-2.40421,-0.0686417,0.621889,0.576342,C6
812,./real/1/812r.png,./scatter/1/812s.png,Truncated Twinned Tetrahedron,C_6,1.30372,2.96846,-2.22409,0.786223,1.2719,C6
813,./real/1/813r.png,./scatter/1/813s.png,Icosidodecahedron,I_h,1.82291,2.85158,-1.902,0.458599,1.98499,C5
814,./real/1/814r.png,./scatter/1/814s.png,Truncated Cuboctahedron,O_h,2.10231,2.05159,-0.895038,0.503343,1.23891,C3
815,./real/1/815r.png,./scatter/1/815s.png,Truncated Rhombicosidodecahedron,I_h,2.29021,-0.563781,2.88617,0.695135,0.759373,C2
816,./real/1/816r.png,./scatter/1/816s.png,Cuboctahedron,O_h,1.21745,1.37605,-2.46696,0.702526,1.41695,C4
817,./real/1/817r.png,./scatter/1/817s.png,Truncated Twinned Tetrahedron,C_6,1.91352,-0.695162,1.27016,0.466805,0.901122,C6
818,./real/1/818r.png,./scatter/1/818s.png,Rhombicuboctahedron,O_h,2.18347,0.886791,1.28553,0.596895,0.739459,C4
819,./real/1/819r.png,./scatter/1/819s.png,Truncated Octahedron,O_h,0.409705,0.115883,2.40114,0.222322,1.85487,C4
820,./real/1/820r.png,./scatter/1/820s.png,Cube,O_h,0.879561,1.28837,0.340111,0.449078,1.38529,C3
821,./real/1/821r.png,./scatter/1/821s.png,Truncated Cube,O_h,1.07668,1.61629,1.13161,0.249295,0.653771,C4
822,./real/1/822r.png,./scatter/1/822s.png,Octahedron,O_h,1.09731,-0.842031,0.320951,0.989524,0.815646,C2
823,./real/1/823r.png,./scatter/1/823s.png,Rhombicuboctahedron,O_h,1.98765,2.30912,-0.00336431,0.293684,0.901154,C4
824,./real/1/824r.png,./scatter/1/824s.png,Truncated Rhombicosidodecahedron,I_h,1.50067,-1.96933,1.30078,0.806626,1.23973,C3
825,./real/1/825r.png,./scatter/1/825s.png,Decahedron,D_5h,1.80639,-0.958071,2.29785,0.505617,1.71297,C5
826,./real/1/826r.png,./scatter/1/826s.png,Truncated Tetrahedron,T_d,1.51716,-2.29252,0.191592,0.634279,1.53518,C3
827,./real/1/827r.png,./scatter/1/827s.png,Truncated Dodecahedron,I_h,1.59868,0.539517,-1.19435,0.442561,1.42582,C3
828,./real/1/828r.png,./scatter/1/828s.png,Icosahedron,I_h,1.6161,-2.61255,1.58656,0.402801,0.607267,C3
829,./real/1/829r.png,./scatter/1/829s.png,Rhombicuboctahedron,O_h,1.7947,-2.00997,-3.03959,0.382947,0.915035,C3
830,./real/1/830r.png,./scatter/1/830s.png,Truncated Twinned Tetrahedron,C_6,2.43322,3.03246,-0.94304,0.405269,1.73441,C2
831,./real/1/831r.png,./scatter/1/831s.png,Snub Cube,O,2.73628,-0.486845,-3.06441,0.228342,0.908952,C2
832,./real/1/832r.png,./scatter/1/832s.png,Icosidodecahedron,I_h,0.508873,0.343426,-1.94486,0.285517,1.34031,C3
833,./real/1/833r.png,./scatter/1/833s.png,Truncated Octahedron,O_h,2.79447,0.98594,-0.701724,0.4603,0.949659,C2
834,./real/1/834r.png,./scatter/1/834s.png,Truncated Icosahedron,I_h,2.60318,3.03065,-0.469997,0.244345,1.72097,C5
835,./real/1/835r.png,./scatter/1/835s.png,Cube,O_h,1.90183,1.79574,1.13451,0.378339,0.918954,C4
836,./real/1/836r.png,./scatter/1/836s.png,Truncated Twinned Tetrahedron,C_6,0.48629,-2.17232,-1.15744,0.400346,0.943001,C2
837,./real/1/837r.png,./scatter/1/837s.png,Potato,None,1.80856,0.625901,2.13604,0.373605,,
838,./real/1/838r.png,./scatter/1/838s.png,Decahedron,D_5h,1.29212,-1.11361,-0.0616924,0.511784,0.989224,C5
839,./real/1/839r.png,./scatter/1/839s.png,Truncated Octahedron,O_h,1.62821,0.2398,2.9883,0.547426,1.13032,C4
